"ID","Via","Velocidade_Verificada_Km_h","Fila_em_metros","Vel_verificada_ms","Atraso_segundos","Data","Hora","pico","fase","date_brasil"
593,R. Mostardeiro,10.73,435,2.98055555555556,103,2019-11-05,16:53:57,tarde,atual,01/11/2019
603,R. Santo Antônio,8.49,363,2.35833333333333,96,2019-11-05,16:59:11,tarde,atual,01/11/2019
615,R. Tomaz Flores,7.87,280,2.18611111111111,66,2019-11-05,16:59:12,tarde,atual,01/11/2019
623,R. Garibaldi,8.82,759,2.45,193,2019-11-05,16:57:22,tarde,atual,01/11/2019
633,Av. Osvaldo Aranha,11.77,699,3.26944444444444,147,2019-11-05,16:52:01,tarde,atual,01/11/2019
643,R. Garibaldi,8.28,672,2.3,196,2019-11-05,17:58:33,tarde,atual,01/11/2019
653,R. Mostardeiro,9.68,698,2.68888888888889,183,2019-11-05,17:26:01,tarde,atual,01/11/2019
663,R. Santo Antônio,6.01,445,1.66944444444444,197,2019-11-05,17:43:46,tarde,atual,01/11/2019
673,Av. Osvaldo Aranha,7.89,1172,2.19166666666667,424,2019-11-05,16:52:01,tarde,atual,01/11/2019
683,R. Prof. Annes Dias,2.18,346,0.605555555555556,535,2019-11-05,18:27:19,tarde,atual,01/11/2019
693,Av. Independência,4.69,876,1.30277777777778,582,2019-11-05,18:38:54,tarde,atual,01/11/2019
703,R. Sarmento Leite,12.23,569,3.39722222222222,110,2019-11-05,18:54:53,tarde,atual,01/11/2019
715,Av. Independência - Pista Dir.,6.13,397,1.70277777777778,192,2019-11-05,18:05:27,tarde,atual,01/11/2019
723,R. Garibaldi,9.62,411,2.67222222222222,90,2019-11-05,18:16:02,tarde,atual,01/11/2019
733,R. Mostardeiro,9.57,698,2.65833333333333,186,2019-11-05,17:26:01,tarde,atual,01/11/2019
743,R. Santo Antônio,6.78,936,1.88333333333333,351,2019-11-05,18:58:41,tarde,atual,01/11/2019
753,R. Prof. Annes Dias,2.14,346,0.594444444444444,547,2019-11-05,18:27:19,tarde,atual,01/11/2019
763,Av. Independência,6.38,636,1.77222222222222,295,2019-11-05,18:38:54,tarde,atual,01/11/2019
773,R. Sarmento Leite,14.09,647,3.91388888888889,98,2019-11-05,19:22:36,tarde,atual,01/11/2019
783,R. Garibaldi,8.45,672,2.34722222222222,190,2019-11-05,18:16:02,tarde,atual,01/11/2019
793,Av. Osvaldo Aranha,10.42,985,2.89444444444444,248,2019-11-05,16:52:01,tarde,atual,01/11/2019
803,Av. Independência - Pista Dir.,9.38,350,2.60555555555556,97,2019-11-05,18:05:27,tarde,atual,01/11/2019
815,R. Mostardeiro,8.53,698,2.36944444444444,218,2019-11-05,19:09:49,tarde,atual,01/11/2019
823,R. Santo Antônio,5.96,445,1.65555555555556,199,2019-11-05,19:13:56,tarde,atual,01/11/2019
833,Av. Osvaldo Aranha,12.24,951,3.4,194,2019-11-05,16:52:01,tarde,atual,01/11/2019
843,Av. Independência,14.35,876,3.98611111111111,131,2019-11-06,16:12:32,tarde,atual,01/11/2019
853,R. Sarmento Leite,8.35,329,2.31944444444444,106,2019-11-06,16:14:27,tarde,atual,01/11/2019
863,Av. Osvaldo Aranha,8.22,699,2.28333333333333,240,2019-11-06,16:28:48,tarde,atual,01/11/2019
873,Av. Independência - Pista Dir.,9.93,397,2.75833333333333,103,2019-11-06,16:51:21,tarde,atual,01/11/2019
883,R. Mostardeiro,11.44,397,3.17777777777778,82,2019-11-06,16:44:36,tarde,atual,01/11/2019
893,Av. Independência,12.51,742,3.475,137,2019-11-06,16:12:32,tarde,atual,01/11/2019
903,R. Santo Antônio,4.2,152,1.16666666666667,102,2019-11-06,17:54:28,tarde,atual,01/11/2019
915,R. Mostardeiro,10.41,698,2.89166666666667,165,2019-11-06,17:56:13,tarde,atual,01/11/2019
923,Av. Osvaldo Aranha,9.08,799,2.52222222222222,238,2019-11-06,16:28:48,tarde,atual,01/11/2019
933,R. Tomaz Flores,8.39,422,2.33055555555556,101,2019-11-06,17:50:55,tarde,atual,01/11/2019
943,R. Garibaldi,6.93,253,1.925,90,2019-11-06,17:59:52,tarde,atual,01/11/2019
953,Av. Osvaldo Aranha,7.52,1172,2.08888888888889,451,2019-11-06,16:28:48,tarde,atual,01/11/2019
963,R. Prof. Annes Dias,2.91,346,0.808333333333333,393,2019-11-06,18:17:31,tarde,atual,01/11/2019
973,Av. Independência,6.67,742,1.85277777777778,324,2019-11-06,16:12:32,tarde,atual,01/11/2019
983,R. Mostardeiro,9.6,1111,2.66666666666667,295,2019-11-06,18:56:54,tarde,atual,01/11/2019
993,R. Santo Antônio,4.73,936,1.31388888888889,566,2019-11-06,18:58:42,tarde,atual,01/11/2019
1003,R. Prof. Annes Dias,1.8,346,0.5,657,2019-11-06,18:17:31,tarde,atual,01/11/2019
1015,R. Sarmento Leite,13.49,647,3.74722222222222,106,2019-11-06,18:58:42,tarde,atual,01/11/2019
1023,Av. Independência,7.03,876,1.95277777777778,359,2019-11-06,16:12:32,tarde,atual,01/11/2019
1033,Av. Osvaldo Aranha,9.29,985,2.58055555555556,290,2019-11-06,16:28:48,tarde,atual,01/11/2019
1043,R. Santo Antônio,7.75,280,2.15277777777778,83,2019-11-06,19:58:57,tarde,atual,01/11/2019
1053,R. Mostardeiro,8.04,620,2.23333333333333,220,2019-11-06,18:56:54,tarde,atual,01/11/2019
1063,Av. Independência - Pista Dir.,6.57,414,1.825,184,2019-11-06,19:01:48,tarde,atual,01/11/2019
1073,R. Santo Antônio,2.76,445,0.766666666666667,509,2019-11-06,19:52:56,tarde,atual,01/11/2019
1083,Av. Osvaldo Aranha,16.65,951,4.625,120,2019-11-06,16:28:48,tarde,atual,01/11/2019
1093,Av. Osvaldo Aranha,4.23,866,1.175,660,2019-11-06,16:28:48,tarde,atual,01/11/2019
1105,Av. Osvaldo Aranha,12.93,699,3.59166666666667,128,2019-11-07,16:38:09,tarde,atual,01/11/2019
1115,R. Santo Antônio,10.04,936,2.78888888888889,190,2019-11-07,16:30:06,tarde,atual,01/11/2019
1123,R. Tomaz Flores,5.32,280,1.47777777777778,127,2019-11-07,16:58:02,tarde,atual,01/11/2019
1133,Av. Osvaldo Aranha,10.49,799,2.91388888888889,195,2019-11-07,17:44:21,tarde,atual,01/11/2019
1143,R. Garibaldi,6.32,447,1.75555555555556,190,2019-11-07,17:53:58,tarde,atual,01/11/2019
1153,R. Mostardeiro,8.42,698,2.33888888888889,222,2019-11-07,17:35:03,tarde,atual,01/11/2019
1163,R. Santo Antônio,11.12,643,3.08888888888889,103,2019-11-07,17:57:36,tarde,atual,01/11/2019
1173,Av. Independência - Pista Dir.,9.64,333,2.67777777777778,89,2019-11-07,17:59:11,tarde,atual,01/11/2019
1183,R. Garibaldi,10.67,424,2.96388888888889,81,2019-11-07,17:59:15,tarde,atual,01/11/2019
1193,R. Mostardeiro,8.44,620,2.34444444444444,207,2019-11-07,18:52:33,tarde,atual,01/11/2019
1203,Av. Independência - Pista Dir.,6.61,414,1.83611111111111,183,2019-11-07,18:26:38,tarde,atual,01/11/2019
1215,R. Sarmento Leite,8.86,329,2.46111111111111,97,2019-11-07,18:44:14,tarde,atual,01/11/2019
1223,Av. Osvaldo Aranha,10.63,1172,2.95277777777778,287,2019-11-07,17:44:21,tarde,atual,01/11/2019
1233,R. Garibaldi,5.62,672,1.56111111111111,334,2019-11-07,18:35:52,tarde,atual,01/11/2019
1243,Av. Independência,8.66,876,2.40555555555556,275,2019-11-07,17:59:04,tarde,atual,01/11/2019
1253,R. Tomaz Flores,3.77,164,1.04722222222222,123,2019-11-07,18:42:30,tarde,atual,01/11/2019
1263,R. Santo Antônio,5.26,936,1.46111111111111,494,2019-11-07,18:20:38,tarde,atual,01/11/2019
1273,R. Prof. Annes Dias,1.68,346,0.466666666666667,703,2019-11-07,18:20:37,tarde,atual,01/11/2019
1282,R. Mostardeiro,12.63,1111,3.50833333333333,195,2019-11-07,18:52:33,tarde,atual,01/11/2019
1292,Av. Independência - Pista Dir.,6.14,414,1.70555555555556,200,2019-11-07,18:26:38,tarde,atual,01/11/2019
1302,R. Prof. Annes Dias,1.99,346,0.552777777777778,589,2019-11-07,18:20:37,tarde,atual,01/11/2019
1314,Av. Osvaldo Aranha,8.49,699,2.35833333333333,230,2019-11-07,17:44:21,tarde,atual,01/11/2019
1322,R. Garibaldi,7.14,672,1.98333333333333,242,2019-11-07,18:35:52,tarde,atual,01/11/2019
1332,Av. Independência,6.4,876,1.77777777777778,404,2019-11-07,17:59:04,tarde,atual,01/11/2019
1342,R. Santo Antônio,4.68,445,1.3,273,2019-11-07,19:47:27,tarde,atual,01/11/2019
1352,R. Tomaz Flores,6.12,280,1.7,102,2019-11-07,19:19:05,tarde,atual,01/11/2019
1362,R. Garibaldi,12.33,672,3.425,100,2019-11-07,18:35:52,tarde,atual,01/11/2019
1372,R. Garibaldi,4.71,450,1.30833333333333,272,2019-11-08,16:42:06,tarde,atual,01/11/2019
1382,R. Garibaldi,10,672,2.77777777777778,146,2019-11-08,16:51:30,tarde,atual,01/11/2019
1392,R. Mostardeiro,15.78,1111,4.38333333333333,132,2019-11-08,16:57:00,tarde,atual,01/11/2019
1402,R. Mostardeiro,7.18,698,1.99444444444444,273,2019-11-08,17:23:45,tarde,atual,01/11/2019
1414,R. Tomaz Flores,7.05,280,1.95833333333333,81,2019-11-08,17:57:21,tarde,atual,01/11/2019
1422,R. Sarmento Leite,11.58,422,3.21666666666667,87,2019-11-08,17:58:59,tarde,atual,01/11/2019
1432,Av. Osvaldo Aranha,14.15,699,3.93055555555556,112,2019-11-08,17:01:11,tarde,atual,01/11/2019
1442,R. Santo Antônio,10.1,643,2.80555555555556,124,2019-11-08,17:43:27,tarde,atual,01/11/2019
1452,R. Garibaldi,5.5,672,1.52777777777778,343,2019-11-08,17:43:27,tarde,atual,01/11/2019
1462,Av. Osvaldo Aranha,5.01,1172,1.39166666666667,732,2019-11-08,17:01:11,tarde,atual,01/11/2019
1472,R. Mostardeiro,12.74,620,3.53888888888889,118,2019-11-08,18:14:10,tarde,atual,01/11/2019
1482,R. Santo Antônio,6.19,936,1.71944444444444,398,2019-11-08,18:48:24,tarde,atual,01/11/2019
1492,Av. Independência,7.48,636,2.07777777777778,242,2019-11-08,17:57:07,tarde,atual,01/11/2019
1502,R. Tomaz Flores,6.97,422,1.93611111111111,138,2019-11-08,18:24:43,tarde,atual,01/11/2019
1514,R. Garibaldi,5.32,1191,1.47777777777778,635,2019-11-08,18:48:08,tarde,atual,01/11/2019
1522,Av. Osvaldo Aranha,14.04,500,3.9,70,2019-11-08,18:56:44,tarde,atual,01/11/2019
1532,R. Prof. Annes Dias,6.72,227,1.86666666666667,100,2019-11-08,18:52:52,tarde,atual,01/11/2019
1541,R. Sarmento Leite,13.08,647,3.63333333333333,111,2019-11-08,18:50:13,tarde,atual,01/11/2019
1551,R. Garibaldi,6.12,1217,1.7,536,2019-11-08,19:58:17,tarde,atual,01/11/2019
1561,Av. Osvaldo Aranha,5.83,326,1.61944444444444,162,2019-11-08,19:15:09,tarde,atual,01/11/2019
1571,R. Santo Antônio,7.78,280,2.16111111111111,82,2019-11-08,19:58:31,tarde,atual,01/11/2019
1581,R. Tomaz Flores,6.64,422,1.84444444444444,149,2019-11-08,18:24:43,tarde,atual,01/11/2019
1591,Av. Independência,13.73,876,3.81388888888889,140,2019-11-08,17:57:07,tarde,atual,01/11/2019
1601,Av. Osvaldo Aranha,10.47,799,2.90833333333333,196,2019-11-08,17:01:11,tarde,atual,01/11/2019
1613,R. Garibaldi,6.36,447,1.76666666666667,189,2019-11-11,16:10:18,tarde,atual,01/11/2019
1621,Av. Osvaldo Aranha,17.62,699,4.89444444444444,77,2019-11-11,16:41:45,tarde,atual,01/11/2019
1631,R. Santo Antônio,10.76,363,2.98888888888889,63,2019-11-11,16:37:52,tarde,atual,01/11/2019
1641,Av. Independência - Pista Dir.,8.88,333,2.46666666666667,100,2019-11-11,16:57:35,tarde,atual,01/11/2019
1651,R. Mostardeiro,13.63,698,3.78611111111111,108,2019-11-11,16:04:53,tarde,atual,01/11/2019
1661,R. Mostardeiro,11.08,1111,3.07777777777778,239,2019-11-11,17:40:28,tarde,atual,01/11/2019
1671,R. Garibaldi,4.37,447,1.21388888888889,303,2019-11-11,16:10:18,tarde,atual,01/11/2019
1681,R. Santo Antônio,8.6,643,2.38888888888889,164,2019-11-11,17:44:20,tarde,atual,01/11/2019
1691,Av. Independência - Pista Dir.,9.74,414,2.70555555555556,110,2019-11-11,17:51:18,tarde,atual,01/11/2019
1701,Av. Osvaldo Aranha,18.56,799,5.15555555555556,76,2019-11-11,17:53:04,tarde,atual,01/11/2019
1713,R. Garibaldi,6.74,253,1.87222222222222,94,2019-11-11,17:54:54,tarde,atual,01/11/2019
1721,Av. Independência,15.77,742,4.38055555555556,93,2019-11-11,17:56:51,tarde,atual,01/11/2019
1731,Av. Osvaldo Aranha,7.35,985,2.04166666666667,390,2019-11-11,18:03:56,tarde,atual,01/11/2019
1741,R. Mostardeiro,11.4,698,3.16666666666667,144,2019-11-11,18:53:59,tarde,atual,01/11/2019
1751,R. Santo Antônio,6.16,936,1.71111111111111,400,2019-11-11,18:39:50,tarde,atual,01/11/2019
1761,R. Garibaldi,8.61,672,2.39166666666667,184,2019-11-11,18:45:59,tarde,atual,01/11/2019
177,Av. Independência - Pista Dir.,7.47,397,2.075,151,2019-11-11,18:25:42,tarde,atual,01/11/2019
178,Av. Independência,9.99,876,2.775,226,2019-11-11,17:56:51,tarde,atual,01/11/2019
179,R. Mostardeiro,13.79,1111,3.83055555555556,169,2019-11-11,18:59:55,tarde,atual,01/11/2019
180,R. Prof. Annes Dias,2.95,346,0.819444444444444,387,2019-11-11,18:44:00,tarde,atual,01/11/2019
181,R. Tomaz Flores,7.9,280,2.19444444444444,65,2019-11-11,19:26:37,tarde,atual,01/11/2019
182,Av. Osvaldo Aranha,13.1,699,3.63888888888889,126,2019-11-11,18:03:56,tarde,atual,01/11/2019
183,R. Mostardeiro,10.4,698,2.88888888888889,165,2019-11-11,19:24:32,tarde,atual,01/11/2019
184,R. Garibaldi,6.64,759,1.84444444444444,295,2019-11-11,19:48:56,tarde,atual,01/11/2019
185,R. Sarmento Leite,13.31,647,3.69722222222222,108,2019-11-11,19:48:35,tarde,atual,01/11/2019
186,Av. Independência,11.06,636,3.07222222222222,144,2019-11-11,17:56:51,tarde,atual,01/11/2019
187,R. Santo Antônio,10.14,936,2.81666666666667,186,2019-11-11,19:50:38,tarde,atual,01/11/2019
188,R. Garibaldi,14.63,672,4.06388888888889,69,2019-11-11,19:48:56,tarde,atual,01/11/2019
189,R. Mostardeiro,10.7,698,2.97222222222222,158,2019-11-12,16:13:18,tarde,atual,01/11/2019
190,Av. Independência,10.77,876,2.99166666666667,204,2019-11-12,16:43:12,tarde,atual,01/11/2019
191,Av. Osvaldo Aranha,12.84,799,3.56666666666667,145,2019-11-12,16:07:33,tarde,atual,01/11/2019
192,R. Garibaldi,8.24,411,2.28888888888889,116,2019-11-12,16:34:31,tarde,atual,01/11/2019
193,R. Santo Antônio,5.36,445,1.48888888888889,230,2019-11-12,17:34:06,tarde,atual,01/11/2019
194,R. Garibaldi,7.36,672,2.04444444444444,232,2019-11-12,17:39:53,tarde,atual,01/11/2019
195,R. Mostardeiro,9.44,698,2.62222222222222,189,2019-11-12,16:13:18,tarde,atual,01/11/2019
196,R. Tomaz Flores,6.06,280,1.68333333333333,104,2019-11-12,17:53:43,tarde,atual,01/11/2019
197,R. Garibaldi,7.22,253,2.00555555555556,85,2019-11-12,17:53:19,tarde,atual,01/11/2019
198,Av. Osvaldo Aranha,17.19,699,4.775,80,2019-11-12,16:07:33,tarde,atual,01/11/2019
199,Av. Independência,10.06,742,2.79444444444444,189,2019-11-12,16:43:12,tarde,atual,01/11/2019
200,R. Sarmento Leite,8.87,329,2.46388888888889,97,2019-11-12,17:19:50,tarde,atual,01/11/2019
201,R. Mostardeiro,10.59,1111,2.94166666666667,256,2019-11-12,16:13:18,tarde,atual,01/11/2019
202,Av. Independência,10.32,876,2.86666666666667,216,2019-11-12,16:43:12,tarde,atual,01/11/2019
203,Av. Osvaldo Aranha,7.45,1172,2.06944444444444,456,2019-11-12,16:07:33,tarde,atual,01/11/2019
204,R. Sarmento Leite,11.85,647,3.29166666666667,130,2019-11-12,18:24:12,tarde,atual,01/11/2019
205,R. Santo Antônio,4.85,936,1.34722222222222,548,2019-11-12,18:40:16,tarde,atual,01/11/2019
206,R. Garibaldi,6.01,672,1.66944444444444,306,2019-11-12,18:42:16,tarde,atual,01/11/2019
207,Av. Osvaldo Aranha,4.5,219,1.25,144,2019-11-12,18:46:32,tarde,atual,01/11/2019
208,R. Prof. Annes Dias,3.74,346,1.03888888888889,299,2019-11-12,18:34:08,tarde,atual,01/11/2019
209,Av. Osvaldo Aranha,11.92,1107,3.31111111111111,207,2019-11-12,19:57:47,tarde,atual,01/11/2019
210,R. Santo Antônio,4.15,152,1.15277777777778,104,2019-11-12,19:58:01,tarde,atual,01/11/2019
211,Av. Independência,8.29,876,2.30277777777778,291,2019-11-12,19:42:12,tarde,atual,01/11/2019
212,R. Mostardeiro,9.08,620,2.52222222222222,189,2019-11-12,16:13:18,tarde,atual,01/11/2019
213,Av. Osvaldo Aranha,11.85,500,3.29166666666667,101,2019-11-12,16:07:33,tarde,atual,01/11/2019
214,R. Sarmento Leite,2.81,218,0.780555555555556,247,2019-11-12,19:36:03,tarde,atual,01/11/2019
215,Av. Independência - Pista Dir.,6.99,414,1.94166666666667,170,2019-11-12,18:22:22,tarde,atual,01/11/2019
216,R. Sarmento Leite,9.49,422,2.63611111111111,116,2019-11-12,18:24:12,tarde,atual,01/11/2019
217,R. Garibaldi,4.49,1020,1.24722222222222,668,2019-11-12,18:42:16,tarde,atual,01/11/2019
218,R. Prof. Annes Dias,3.97,346,1.10277777777778,279,2019-11-12,18:34:08,tarde,atual,01/11/2019
219,R. Santo Antônio,8.98,643,2.49444444444444,153,2019-11-13,16:46:35,tarde,atual,01/11/2019
220,Av. Osvaldo Aranha,14.35,699,3.98611111111111,109,2019-11-13,16:06:04,tarde,atual,01/11/2019
221,R. Garibaldi,9.45,450,2.625,100,2019-11-13,16:29:40,tarde,atual,01/11/2019
222,R. Garibaldi,6.87,447,1.90833333333333,170,2019-11-13,16:34:42,tarde,atual,01/11/2019
223,R. Mostardeiro,13.9,698,3.86111111111111,104,2019-11-13,16:57:09,tarde,atual,01/11/2019
224,Av. Independência - Pista Dir.,10.13,397,2.81388888888889,100,2019-11-13,16:38:18,tarde,atual,01/11/2019
225,Av. Independência - Pista Dir.,10.44,397,2.9,96,2019-11-13,17:35:29,tarde,atual,01/11/2019
226,R. Sarmento Leite,8.59,299,2.38611111111111,92,2019-11-13,17:56:35,tarde,atual,01/11/2019
227,Av. Osvaldo Aranha,10.12,500,2.81111111111111,120,2019-11-13,17:45:38,tarde,atual,01/11/2019
228,R. Tomaz Flores,3.36,164,0.933333333333333,142,2019-11-13,17:37:46,tarde,atual,01/11/2019
229,Av. Osvaldo Aranha,14.55,500,4.04166666666667,73,2019-11-13,17:54:50,tarde,atual,01/11/2019
230,R. Garibaldi,5.86,1191,1.62777777777778,561,2019-11-13,16:34:42,tarde,atual,01/11/2019
231,R. Mostardeiro,9.27,698,2.575,194,2019-11-13,17:24:52,tarde,atual,01/11/2019
232,Av. Independência,18.98,636,5.27222222222222,57,2019-11-13,17:03:29,tarde,atual,01/11/2019
233,R. Santo Antônio,8.44,936,2.34444444444444,253,2019-11-13,17:26:56,tarde,atual,01/11/2019
234,R. Sarmento Leite,13.66,647,3.79444444444444,104,2019-11-13,18:48:02,tarde,atual,01/11/2019
235,R. Sarmento Leite,2.39,218,0.663888888888889,296,2019-11-13,18:12:20,tarde,atual,01/11/2019
236,R. Garibaldi,6.96,253,1.93333333333333,89,2019-11-13,18:47:54,tarde,atual,01/11/2019
237,R. Tomaz Flores,8.19,280,2.275,61,2019-11-13,18:58:07,tarde,atual,01/11/2019
238,R. Garibaldi,4.95,672,1.375,392,2019-11-13,18:58:07,tarde,atual,01/11/2019
239,Av. Osvaldo Aranha,7.28,985,2.02222222222222,394,2019-11-13,17:54:50,tarde,atual,01/11/2019
240,R. Mostardeiro,10.02,1111,2.78333333333333,277,2019-11-13,17:24:52,tarde,atual,01/11/2019
241,R. Santo Antônio,5.55,643,1.54166666666667,312,2019-11-13,18:50:09,tarde,atual,01/11/2019
242,R. Prof. Annes Dias,2.82,346,0.783333333333333,407,2019-11-13,18:10:22,tarde,atual,01/11/2019
243,Av. Osvaldo Aranha,7.13,500,1.98055555555556,194,2019-11-13,18:50:00,tarde,atual,01/11/2019
244,Av. Independência,8.59,807,2.38611111111111,255,2019-11-13,17:03:29,tarde,atual,01/11/2019
245,Av. Independência - Pista Dir.,11.65,414,3.23611111111111,85,2019-11-13,18:10:12,tarde,atual,01/11/2019
246,R. Mostardeiro,12.61,1111,3.50277777777778,196,2019-11-13,19:40:04,tarde,atual,01/11/2019
247,Av. Independência - Pista Dir.,8.95,414,2.48611111111111,124,2019-11-13,19:24:36,tarde,atual,01/11/2019
248,Av. Osvaldo Aranha,11.12,699,3.08888888888889,160,2019-11-13,17:54:50,tarde,atual,01/11/2019
249,R. Garibaldi,3.29,447,0.913888888888889,425,2019-11-13,19:58:31,tarde,atual,01/11/2019
250,R. Santo Antônio,8.43,643,2.34166666666667,170,2019-11-13,19:48:01,tarde,atual,01/11/2019
251,R. Prof. Annes Dias,1.58,346,0.438888888888889,750,2019-11-13,18:10:22,tarde,atual,01/11/2019
252,R. Sarmento Leite,14.29,647,3.96944444444444,96,2019-11-13,19:56:17,tarde,atual,01/11/2019
253,Av. Independência,8.28,876,2.3,292,2019-11-13,17:03:29,tarde,atual,01/11/2019
254,Av. Independência - Pista Dir.,9.24,414,2.56666666666667,118,2019-11-14,16:44:39,tarde,atual,01/11/2019
255,R. Mostardeiro,11.68,435,3.24444444444444,91,2019-11-14,16:44:46,tarde,atual,01/11/2019
256,Av. Independência,15.05,876,4.18055555555556,120,2019-11-14,16:52:02,tarde,atual,01/11/2019
257,R. Tomaz Flores,6.22,280,1.72777777777778,100,2019-11-14,16:50:26,tarde,atual,01/11/2019
258,Av. Osvaldo Aranha,5.78,1107,1.60555555555556,561,2019-11-14,16:14:12,tarde,atual,01/11/2019
259,R. Sarmento Leite,13.89,647,3.85833333333333,101,2019-11-14,16:42:25,tarde,atual,01/11/2019
260,R. Sarmento Leite,2.08,218,0.577777777777778,345,2019-11-14,16:42:48,tarde,atual,01/11/2019
261,R. Tomaz Flores,7.38,280,2.05,74,2019-11-14,17:46:15,tarde,atual,01/11/2019
262,R. Sarmento Leite,9.71,422,2.69722222222222,113,2019-11-14,17:11:57,tarde,atual,01/11/2019
263,Av. Independência,7.62,636,2.11666666666667,237,2019-11-14,16:52:02,tarde,atual,01/11/2019
264,R. Mostardeiro,7.34,698,2.03888888888889,265,2019-11-14,17:03:11,tarde,atual,01/11/2019
265,R. Garibaldi,4.42,1020,1.22777777777778,681,2019-11-14,17:32:00,tarde,atual,01/11/2019
266,R. Sarmento Leite,1.84,218,0.511111111111111,394,2019-11-14,16:42:48,tarde,atual,01/11/2019
267,Av. Osvaldo Aranha,5.74,1107,1.59444444444444,566,2019-11-14,17:58:01,tarde,atual,01/11/2019
268,Av. Independência,9.03,636,2.50833333333333,190,2019-11-14,16:52:02,tarde,atual,01/11/2019
269,R. Santo Antônio,5.27,656,1.46388888888889,348,2019-11-14,18:55:54,tarde,atual,01/11/2019
270,Av. Osvaldo Aranha,4.97,326,1.38055555555556,197,2019-11-14,18:13:34,tarde,atual,01/11/2019
271,R. Sarmento Leite,9.63,329,2.675,87,2019-11-14,18:57:56,tarde,atual,01/11/2019
272,R. Garibaldi,4.72,1020,1.31111111111111,628,2019-11-14,17:32:00,tarde,atual,01/11/2019
273,Av. Independência - Pista Dir.,9.62,397,2.67222222222222,108,2019-11-14,18:22:30,tarde,atual,01/11/2019
274,Av. Osvaldo Aranha,18.05,985,5.01388888888889,94,2019-11-14,18:58:21,tarde,atual,01/11/2019
275,R. Prof. Annes Dias,7.64,346,2.12222222222222,129,2019-11-14,17:10:12,tarde,atual,01/11/2019
276,R. Sarmento Leite,1.32,218,0.366666666666667,561,2019-11-14,16:42:48,tarde,atual,01/11/2019
277,R. Santo Antônio,5.14,445,1.42777777777778,242,2019-11-14,19:10:30,tarde,atual,01/11/2019
278,Av. Independência,7.97,636,2.21388888888889,224,2019-11-14,16:52:02,tarde,atual,01/11/2019
279,Av. Osvaldo Aranha,19.64,699,5.45555555555556,62,2019-11-14,19:59:50,tarde,atual,01/11/2019
280,Av. Osvaldo Aranha,5.04,500,1.4,299,2019-11-14,19:51:26,tarde,atual,01/11/2019
281,R. Sarmento Leite,15.02,647,4.17222222222222,88,2019-11-14,18:57:56,tarde,atual,01/11/2019
282,R. Garibaldi,4.17,1217,1.15833333333333,870,2019-11-14,17:32:00,tarde,atual,01/11/2019
283,R. Prof. Annes Dias,3.7,346,1.02777777777778,301,2019-11-14,17:10:12,tarde,atual,01/11/2019
284,Av. Independência - Pista Dir.,11.16,397,3.1,87,2019-11-14,19:37:45,tarde,atual,01/11/2019
285,R. Sarmento Leite,2.57,218,0.713888888888889,273,2019-11-14,16:42:48,tarde,atual,01/11/2019
286,Av. Independência,11.23,636,3.11944444444444,140,2019-11-14,16:52:02,tarde,atual,01/11/2019
287,R. Garibaldi,11.03,411,3.06388888888889,70,2019-11-15,18:53:18,tarde,atual,01/11/2019
288,R. Tomaz Flores,7.21,280,2.00277777777778,77,2019-11-15,18:59:03,tarde,atual,01/11/2019
289,R. Garibaldi,15.13,672,4.20277777777778,64,2019-11-15,19:47:28,tarde,atual,01/11/2019
290,R. Sarmento Leite,4.19,218,1.16388888888889,149,2019-11-16,18:57:21,tarde,atual,01/11/2019
291,R. Sarmento Leite,9.66,347,2.68333333333333,67,2019-11-16,19:53:22,tarde,atual,01/11/2019
292,R. Garibaldi,11.23,450,3.11944444444444,73,2019-11-17,18:52:27,tarde,atual,01/11/2019
293,R. Tomaz Flores,6.2,280,1.72222222222222,100,2019-11-17,18:57:40,tarde,atual,01/11/2019
294,R. Garibaldi,8.64,450,2.4,116,2019-11-17,19:12:01,tarde,atual,01/11/2019
295,R. Garibaldi,3.54,349,0.983333333333333,303,2019-11-17,19:12:01,tarde,atual,01/11/2019
296,R. Garibaldi,3.8,392,1.05555555555556,307,2019-11-17,19:12:01,tarde,atual,01/11/2019
297,R. Garibaldi,4.1,450,1.13888888888889,324,2019-11-17,19:12:01,tarde,atual,01/11/2019
298,R. Garibaldi,4.2,450,1.16666666666667,315,2019-11-17,19:12:01,tarde,atual,01/11/2019
299,R. Garibaldi,9.46,450,2.62777777777778,100,2019-11-18,16:52:38,tarde,atual,01/11/2019
300,Av. Independência,16.54,807,4.59444444444444,93,2019-11-18,16:57:46,tarde,atual,01/11/2019
301,R. Garibaldi,12.03,672,3.34166666666667,105,2019-11-18,16:56:16,tarde,atual,01/11/2019
302,Av. Osvaldo Aranha,13.35,699,3.70833333333333,122,2019-11-18,16:43:37,tarde,atual,01/11/2019
303,R. Mostardeiro,11.5,698,3.19444444444444,142,2019-11-18,17:51:54,tarde,atual,01/11/2019
304,R. Garibaldi,9.54,424,2.65,98,2019-11-18,17:53:31,tarde,atual,01/11/2019
305,R. Sarmento Leite,14.42,569,4.00555555555556,85,2019-11-18,17:55:09,tarde,atual,01/11/2019
306,R. Santo Antônio,7.73,936,2.14722222222222,290,2019-11-18,17:37:31,tarde,atual,01/11/2019
307,R. Garibaldi,6.97,411,1.93611111111111,148,2019-11-18,17:57:05,tarde,atual,01/11/2019
